Clause ,Title,Clause Date,Acceptance Status*,Acceptance Criteria or additional notes,Request to Sponsor,"Subcontract 
Flowdown",VT Review Date & initial,Notify PI,Prescription,Link to Prescription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-28,Notice of Progress Payments,Nov-97,C,Solicitation Provision.  Must be used in fixed price SIRs that include a progress payment clause. See 3.3.1-31.,Should not be included in an award.  Solicitation Provision.,,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-29,Notice of Availability of Progress Payments Exclusively for Small Business Concerns,Nov-97,C,Solicitation Provision.  Must be used in fixed price SIRs that anticipate offers from small and other businesses and only small businesses would need progress payments.,Should not be included in an award.  Solicitation Provision.,,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-30,Progress Payments Not Included,Nov-97,C,Solicitation Provision.  Must be used in SIRs that will result in fixed price contracts and progress payments will not be available.,Should not be included in an award.  Solicitation Provision.,,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-31,Progress Payments,Nov-00,C,Contract Clause.  Must be used in SIRs and contracts that will be awarded on a fixed price basis and will provide progress payments based upon cost.,,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-31,Alternate I Progress Payments,Nov-97,REMOVE,Must be used in fixed price contracts with small business that will provide progress payments based upon cost.,,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-31,Alternate II Progress Payments,Nov-97,C,Must be used in fixed price letter contracts that will provide progress payments based upon cost. CO to insert information.,,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-31,Alternate III Progress Payments,Mar-01,C,May be used in fixed price contracts that provide progress payments based upon cost that were in existence prior to inception of this Alternate clause.,,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-32,Performance Based Payments ,Nov-00,C,Contract Clause.  Must be used in SIRs and contracts that will be awarded on a fixed price basis and will provide performance based payments.,,Not required in prescription or clause.  ,06/17/15 CDC,Yes - PI needs to understand performance based payment terms.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-33,System for Award Management ,Aug-12,OK,Contract Clause.  Must be used in all SIRs and contracts.,,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-34,Certification of Registration in System for Award Management,Aug-12,OK,Solicitation Provision.  Must be used in all SIRs.,,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-35,Availability of Funds - Option Periods under a Continuing Resolution,Apr-08,C,Contract Clause.  May be used in SIRs and contracts for fixed-price services that include options to extend the term of the contract.,"In the event of a continuing resolution, FAA will only be liable for an amount based on the time period specified by the continuing resolution. The amount of funds made available by the continuing resolution will be specified by subsequent modification. If the contractor provides services in excess of the funded amount or beyond the covered period, the contractor does so at its own risk.",Not required in prescription or clause.  ,06/17/15 CDC,"Yes.  The PI needs to be alerted to the fact that if we exceed the funded amount/beyond the covered period, Virginia Tech is performing at risk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-36,Limitation on Government's Obligation,Oct-11,C,Contract Clause.  Must be used in SIRs and contracts that are fixed-price and incrementally funded. The Contracting Officer must insert appropriate information in the clause.,"Fillable clause.  The Contracting Officer needs to document the CLIN amounts and the total amount of funding,",Not required in prescription or clause.  ,06/17/15 CDC,Yes.  The PI needs to understand that if we exceed the funded amounts on the CLINs we are performing at risk.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-37,Funding - Time-and-Materials and Labor-Hour Contracts ,Jan-15,REMOVE,Contract Clause.  Must be used in all Time-and-Materials and Labor Hour SIRs and Contracts that are incrementally funded. ,Virginia Tech is unable to accept T&M/LH awards.  ,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.2-1,FAA Cost Principles,Oct-96,OK,Must be used in all SIRs and contracts.,Paragraph (d) allows for a request for the FAA Contract Cost Principles to be provided by the Contracting Officer.  ,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4.1-10,Insurance - Work on a Government Installation ,Jul-96,C,Must be used SIRs and contracts which are fixed price and the contractor may work at a Government installation.,"Check withOffice of Risk Management. Requires for us to provide and maintain during the entire performance of this contract, at least the kinds and minimum amounts of insurance required in the ""Schedule"" or elsewhere in the contract.  ",Not required in prescription or clause.,06/17/15 CDC,Yes.  Please see paragraph (c ). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4.1.13,Errors and Omissions,Jul-96,REMOVE,May be used in SIRs and contracts for professional services when in the best interest of the FAA.,Checking with Office of Risk Management to ensure Virginia Tech employees are covered. ,Not required in prescription or clause.,06/17/15 CDC,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4.2-6,Taxes - Contracts Performed in U.S. Possessions or Puerto Rico ,Oct-96,C,Must be used in SIRs and contracts which include clauses 3.4.2-7 or 3.4.2-8.,,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4.2-7,"Federal, State, and Local Taxes - Fixed-Price, Noncompetitive Contract ",Apr-96,C,Must be used in SIRs and contracts in fixed-price noncompetitive contracts to be performed wholly or partly within the United States its possessions or Puerto Rico when satisfied the contract does not contain contingencies for state and local taxes. See 3.4.2-6.,,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4.2-8,"Federal, State, and Local Taxes - Fixed Price Contract ",Apr-13,,"Must be used in SIRs and contracts if the contract is to be performed wholly or partly within the United States, its possessions or Puerto Rico when a competitive fixed price contract is contemplated. See 3.4.2-6.",,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-1,Authorization and Consent,Jan-09,REMOVE,Request for Alternate I to be used instead. ,,,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-1,"Alternate I, Authorization and Consent",Jan-09,C,Must use the clause with its Alternate I in all R&D SIRs and contracts for which the primary purpose is R&D work. Do not use this Alternate I in construction and architect-engineer contracts unless the contract calls exclusively for R&D work.,,"Yes.  Please see 3.5-1(b).  For subcontracts that exceed $100,000.",06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-2,Notice and Assistance Regarding Patent and Copyright Infringement,Jan-09,C,"Must insert the clause at in all SIRs and contracts that include the clause at AMS 3.5-1, Authorization and Consent.",,Yes.  Please See 3.5-12( c). In all subcontracts that exceed SAT.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-3,Patent Indemnity,Jan-09,REMOVE,"Must insert the clause in SIRs and contracts that may result in the delivery of commercial items, unless both complete performance and delivery are outside the United States. This clause may also be used when the contracting officer determines, after consultation with legal counsel, that omission of the clause would be consistent with commercial practice.

The contracting officer must not include in any SIR or contract any clause whereby the Government agrees to indemnify a contractor for patent infringement.","As a state agency, Virginia Tech is prohibited from indemnifying other parties without approval from the Governor [see Va Code section 2.2-1837]. The basis for an agency's inability to agree to an indemnification agreement or the payment of attorney's fees and court costs is rooted in Virginia Constitution Article X, Section 9, which prohibits any debt other than (1) debts to meet emergencies and redeem previous debt obligations, (2) general obligation debt for capital projects and sinking fund, or (3) debts for certain revenue-producing capital projects. None of these exceptions permit the state to incur a debt such as that contemplated by an indemnification agreement or the payment of attorney's fees and court costs.

Also, Virginia Tech is not providing commercial items.  Therefore, this clause should not apply.",,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-6,Royalty Information ,Jan-09,C,"Must insert in SIRs that may result in a contract for which royalty information is desired and for which cost or pricing data are obtained.

This should not apply to FFP awards, which would not require cost or pricing data.",,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-7,Patents - Notice of Government Licensee,Jan-09,C,"If the Government is obligated to pay a royalty on a patent involved in the prospective contract, insert this clause in the SIR. If the clause at AMS 3.5-6, Royalty Information, is not included in the SIR, the Contracting Officer may require offerors to provide information sufficient to provide this notice to the other offerors.",,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-8,Refund of Royalties,Jan-09,C,"Must insert the clause in fixed-price SIRs and contracts when royalties may be paid under the contract. If a fixed-price incentive contract is contemplated, change ""price"" to ""target cost and target profit"" wherever it appears in the clause. The clause may be used in cost-reimbursement contracts where agency approval of royalties is necessary to protect the Government's interests.",,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-9,Filing of Patent Applications - Classified Subject Matter,Jan-09,C,"Must insert the clause in all classified SIRs and contracts and in all SIRs and contracts where the nature of the work might reasonably result in a patent application containing classified subject matter

NOTIFY OESRC.",,"Yes.  (e) The Contractor must include the substance of this clause, including this paragraph (e), in all subcontracts that cover or are likely to cover classified subject matter.",06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-10,Patent Rights - Ownership by the Contractor,Jan-09,C,May be used if the following conditions apply: (1) The contractor is a small business concern or nonprofit organization or any other type of contractor; (2) No alternative patent rights clause is used.,This is the preferred clause. ,Please see Paragraph (k) on the specifics for flowing this clause down.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-10,Alternate II -  Patent Rights - Ownership by the Contractor,Jan-09,C,Must use the clause with its Alternate II in contracts that may be affected by existing or future treaties or agreements.,,Please see Paragraph (k) on the specifics for flowing this clause down.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-10,Alternate III -  Patent Rights - Ownership by the Contractor,Jan-09,REMOVE,Must use the clause with its Alternate III in contracts with nonprofit organizations for the operation of a Government-owned facility.,This scenario will not apply to Virginia Tech.  Suggest removal.  ,Please see Paragraph (k) on the specifics for flowing this clause down.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-10,Alternate IV -  Patent Rights - Ownership by the Contractor,Jan-09,REMOVE,"If the contract is for the operation of a Government-owned facility, the contracting officer may use the clause with its Alternate IV.",This scenario will not apply to Virginia Tech.  Suggest removal.  ,Please see Paragraph (k) on the specifics for flowing this clause down.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-10,Alternate V -  Patent Rights - Ownership by the Contractor,Jan-09,C,"If the contract is for the performance of services at a Government owned and operated laboratory or at a Government owned and contractor operated laboratory directed by the Government to fulfill the Government's obligations under a Cooperative Research and Development Agreement (CRADA) authorized by 15 U.S.C. 3710a, et seq., the contracting officer may use the clause with its Alternate V. Since this provision is considered an exercise of an agency's ""exceptional circumstances"" authority, the contracting officer must comply with 37 CFR 401.3(e) and 401.4.",,Please see Paragraph (k) on the specifics for flowing this clause down.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-12,Patent Rights - Ownership by the Government,Jan-09,REMOVE,"Except as provided below, and after compliance with the applicable procedures in T3.5.A.3.d.(1)(b) the contracting officer may insert the clause at AMS 3.5-12, Patent Rights-Ownership by the Government if-
(i) The contractor is not located in the United States or does not have a place of business located in the United States or is subject to the control of a foreign government;
(ii) There are exceptional circumstances and the agency head determines that restriction or elimination of the right to retain title to any subject invention will better promote the policy and objectives of chapter 18 of title 35 of the United States Code.","Virginia Tech is a Nonprofit Organization as defined within FAR 27.301, it is subject to the Bayh-Dole Act, as implemented by 37 CFR 401.  ",,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-12,"Alternate II, Patent Rights - Ownership by the Government",Jan-09,REMOVE,Must use the clause at AMS 3.5-12 with its Alternate II in the contract when necessary to effectuate an existing or future treaty or agreement.,"Virginia Tech is a Nonprofit Organization as defined within FAR 27.301, it is subject to the Bayh-Dole Act, as implemented by 37 CFR 401.  ",,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-13,Rights in Data - General,Oct-14,C,"Generally, a contract should contain only one data rights clause. However, where more than one is needed, the contract should distinguish the portion of contract performance to which each pertains.",,Yes.  Please see paragraph (h) for additional information.,06/17/15 CDC,"Yes, especially if this clause is include with other than it Alternate IV.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-13,"Alternate I, Rights in Data - General",Jan-09,C,"If the contracting officer determines, in accordance with T3.5.A.4.d.(2)(b), that the adoption of the alternate definition of ""Limited Rights Data"" in paragraph (a) of the clause is more appropriate, must use the clause with its Alternate I.",,Yes.  Please see paragraph (h) for additional information.,06/17/15 CDC,"Yes, especially if this clause is include with other than it Alternate IV.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-13,"Alternate II, Rights in Data - General",Jan-09,C,"If the contracting officer determines, in accordance with T3.5.A.4.d.(2)(c) that it is necessary to obtain limited rights data, must use the clause with its Alternate II. The contracting officer must complete paragraph (g)(3) to include the purposes, if any, for which limited rights data are to be disclosed outside the Government.",,Yes.  Please see paragraph (h) for additional information.,06/17/15 CDC,"Yes, especially if this clause is include with other than it Alternate IV.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-13,"Alternate III, Rights in Data - General",Jan-09,C,"In accordance with T3.5.A.4.d.(2)(c), if the contracting officer determines it is necessary to obtain restricted computer software, must use the clause with its Alternate III. Any greater or lesser rights regarding the use, reproduction, or disclosure of restricted computer software than those set forth in the Restricted Rights Notice of paragraph (g)(4) of the clause must be specified in the contract and the notice modified accordingly.",,Yes.  Please see paragraph (h) for additional information.,06/17/15 CDC,"Yes, especially if this clause is include with other than it Alternate IV.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-13,"Alternate IV, Rights in Data - General",Jan-09,OK - Preferred Clause,"Must use the clause with its Alternate IV in contracts for basic or applied research (other than those for the management or operation of Government facilities, and contracts and subcontracts in support of programs being conducted at those facilities or where international agreements require otherwise) to be performed solely by universities and colleges. ",,Yes.  Please see paragraph (h) for additional information.,06/17/15 CDC,Yes.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-13,"Alternate V, Rights in Data - General",Jan-09,C,"If the FAA needs the right to inspect certain data at a contractor's facility, must use the clause with its Alternate V.",,Yes.  Please see paragraph (h) for additional information.,06/17/15 CDC,"Yes, especially if this clause is include with other than it Alternate IV.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-14,Representation of Limited Rights Data and Restricted Computer Software ,Jan-10,C,"If the Contracting Officer desires to have an offeror state in response to a SIR whether limited rights data or restricted computer software are likely to be used in meeting the data delivery requirements set forth in the solicitation, must insert the provision at AMS 3.5-14, Representation of Limited Rights Data and Restricted Computer Software, in any SIR containing the clause at AMS 3.5-13 Rights in Data-General.","This should not be included in the award, as it is a solicitation provision.",,06/17/15 CDC,Yes - PI will need to fill in blanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-15,Additional Data Requirements ,Jan-09,C,"Used in SIRs and contracts involving experimental, developmental, research, or demonstration work (other than basic or applied research to be performed solely by a university or college where the contract amount will be $500,000 or less).  The Contracting Officer is able to make a determination to include this clause.  ",,,06/17/15 CDC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-16,Rights in Data - Special Works,Jan-09,REMOVE,Used in SIRs and contracts primarily for the production or compilation of data (other than limited rights data or restricted computer software) for the Government's internal use.,Paragraph ( e) includes an indemnification requirement that Virginia Tech is unable to accept.  Request removal of this clause. ,,06/17/15 CDC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-17,Rights in Data - Existing Works,Jan-09,REMOVE,"If this is included, we need to negotiate text within Paragraph (b).",Paragraph (b) includes an indemnification requirement that Virginia Tech is unable to accept.  Request removal of this clause. ,,06/17/15 CDC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-18,Commercial Computer Software License,Jan-09,REMOVE,Contract clause used when contracting  for the acquisition of commercial computer software.,This contract is not for the purchase of commercial software; (VT does not have any commercial software.) ,,06/17/15 CDC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-20,"Technical Data Declaration, Revision, and Withholding of Payment - Major Systems",Jan-09,REMOVE,Used in SIRs and contracts for major systems acquisitions or for support of major systems acquisitions.,Not applicable to Virginia Tech ,,06/17/15 CDC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-21,Rights In Data - SBIR Program ,Jan-09,C,"The contracting officer, with the concurrence of legal counsel, may insert the clause at AMS 3.5-21, Rights in Data-SBIR Program in all SIRs and contracts equivalent to Phase I, Phase II, and Phase III contracts authorized under the Small Business Innovation Research Program established pursuant to 15 U.S.C. 638.
",Applies to SBIR awards.,,06/17/15 CDC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-22,Major System - Minimum Rights,Jan-09,C,Used in SIRs and contracts for major systems or contracts in support of major systems.,Not applicable to Virginia Tech ,,06/17/15 CDC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5-23,Rights to Proposal Data (Technical),Jan-09,C,"If a contracting officer desires to acquire unlimited rights in technical data contained in a successful proposal upon which a contract award is based, must insert the clause at AMS 3.5-23, Rights to Proposal Data (Technical). Rights to technical data in a proposal are not acquired by mere incorporation by reference of the proposal in the contract.",,Not required in clause or prescription but should be if subcontractor data is in proposal,06/17/15 CDC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.1-7,Limitations on Subcontracting,Oct-11,REMOVE,"Must be used in SIRs and contracts if any portion of the requirement will be set aside for small businesses, very small businesses and socially and economically disadvantaged businesses (SEDB).",,No.  Only applicable to small business ,06/17/15 CDC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.2-2,Convict Labor ,Apr-96,C,"Must be used in SIRs and contracts except for: (a) contracts subject to Walsh-Healey Public Contracts Act, (b) purchases from Federal Prison Industries; or (c) acquisitions involving purchases from state prisons of finished supplies that may be secured in the open market or from existing stocks, as distinguished from special fabrication. ",,Not required in clause or prescription,06/17/15 CDC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.2-5,Certification of Nonsegregated Facilities,Mar-09,C,"Solicitation Provision.  Must be used in SIRs expected to exceed $10,000.",Should not be included in contract.  Solicitation Provision.,,06/17/15 CDC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.2-7,Preaward On-Site Equal Opportunity Compliance Review ,Jul-11,C,Must be used in SIRs other than those for construction when contract clause 3.6.2.9 is used and the contract amount is expected to exceed $10 million. ,,Not required in clause or prescription,06/17/15 CDC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.2-9, Equal Opportunity,Aug-98,C,"Must be used in SIRs and contract expected to exceed $10,000. ",,Yes,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.2-10,Equal Opportunity Preaward Clearance of Subcontracts,Aug-98,C,"Must be used in SIRs and contracts, other than those for construction, when the amount of the contract is expected to exceed $10 million and other clauses included in the contract, e.g., 3.10.2-1, will require consent or notification prior to subcontracting.",,Yes,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.2-12,Equal Opportunity for Veterans,Jul-11,C,"Must be used in SIRs and contracts expected to exceed $100,000, unless the work will be performed outside of the U.S by non U.S. employees or the Contracting Officer has obtained a waiver of all terms of the clause. ",,Yes,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.2-13, Affirmative Action for Workers With Disabilities ,Oct-10,C,"Must be used in SIRs and contracts expected to exceed $15,000 unless the Contracting Officer has obtained a waiver from all of the terms of the clause.",,Yes,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.2-14,Employment Reports on Veterans ,Jan-11,C,Must be used in SIRs and contracts containing clause 3.6.2-12.,,Yes,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.2-15,Evaluation of Compensation for Professional Employees ,Apr-96,C,Must be used in SIRs for negotiated service contracts when the services to be provided include a meaningful number of professional employees.,,Not required in clause or prescription,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.2-16,Notice to the Government of Labor Disputes,Apr-96,C,Must be used in contracts if the possibility of a labor conflict exists which could impact the performance of the contract.,,Yes,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.2-28 ,"Service Contract Act of 1965, as Amended",Oct-14,REMOVE,"If over micropurchase threshold. Virginia Tech is exempt from the Requirements of Service Contract Labor Standards statute (formerly SCA) due to the ""learned professionals"" exemption at 29 CFR 541.","The Service Contract Labor Standards statute (formerly Service Contract Act) provides for exceptions listed in 29 C.F.R 541 and VT employees on this contract fall under ""learned professionals"" as defined in 29 C.F.R 541.301.",,06/17/15 CDC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.2-30,Fair Labor Standards Act and Service Contract Act - Price Adjustment (Multiple Year and Option Contracts),Oct-14,REMOVE,"Must be used in SIRs and contracts for fixed price service contracts with multiple year options, and will include clause 3.6.2-28.","Since Virginia Tech is exempt from the requirements of 3.6.2-28, request removal of this clause.  ",,06/17/15 CDC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
